cd,var,obs
2451,noc_9,1985
2451,commute_less_15_min,5240
2451,commute_15_29_min,5060
2451,commute_30_44_min,2870
2451,commute_45_59_min,795
2451,commute_more_60_min,880
2452,total_pop_15+,35000
2452,labour_force,20970
2452,emp,19365
2452,unemp,1605
2452,not_labour_force,14030
2452,part_rate,0.599
2452,emp_rate,0.553
2452,unemp_rate,0.077
2452,noc_not_applicable,500
2452,noc_managers,1820
2452,noc_1,2695
2452,noc_2,615
2452,noc_3,1290
2452,noc_4,2010
2452,noc_5,325
2452,noc_6,4660
2452,noc_7,4835
2452,noc_8,595
2452,noc_9,1635
2452,commute_less_15_min,5330
2452,commute_15_29_min,4610
2452,commute_30_44_min,3605
2452,commute_45_59_min,2070
2452,commute_more_60_min,2210
2453,total_pop_15+,42880
2453,labour_force,23860
2453,emp,22020
2453,unemp,1840
2453,not_labour_force,19015
2453,part_rate,0.556
2453,emp_rate,0.514
2453,unemp_rate,0.077
2453,noc_not_applicable,730
2453,noc_managers,1910
2453,noc_1,2915
2453,noc_2,1110
2453,noc_3,2085
2453,noc_4,2205
2453,noc_5,405
2453,noc_6,5220
2453,noc_7,4900
2453,noc_8,495
2453,noc_9,1890
2453,commute_less_15_min,10220
2453,commute_15_29_min,5225
2453,commute_30_44_min,1875
2453,commute_45_59_min,1550
2453,commute_more_60_min,1875
2454,total_pop_15+,69525
2454,labour_force,45510
2454,emp,42960
2454,unemp,2550
2454,not_labour_force,24010
2454,part_rate,0.655
2454,emp_rate,0.618
2454,unemp_rate,0.056
2454,noc_not_applicable,715
2454,noc_managers,4375
2454,noc_1,5985
2454,noc_2,2115
2454,noc_3,3325
2454,noc_4,4150
2454,noc_5,755
2454,noc_6,10205
2454,noc_7,7900
2454,noc_8,1425
2454,noc_9,4560
2454,commute_less_15_min,16480
2454,commute_15_29_min,13485
2454,commute_30_44_min,5425
2454,commute_45_59_min,2255
2454,commute_more_60_min,2080
2455,total_pop_15+,28725
2455,labour_force,20170
2455,emp,19290
2455,unemp,875
2455,not_labour_force,8555
2455,part_rate,0.702
2455,emp_rate,0.672
2455,unemp_rate,0.043
2455,noc_not_applicable,240
2455,noc_managers,2230
2455,noc_1,2750
2455,noc_2,1005
2455,noc_3,1200
2455,noc_4,1920
2455,noc_5,425
2455,noc_6,4200
2455,noc_7,3955
2455,noc_8,510
2455,noc_9,1735
2455,commute_less_15_min,5645
2455,commute_15_29_min,4630
2455,commute_30_44_min,4240
2455,commute_45_59_min,1750
2455,commute_more_60_min,1575
2456,total_pop_15+,95125
2456,labour_force,62505
2456,emp,58915
2456,unemp,3590
2456,not_labour_force,32620
2456,part_rate,0.657
2456,emp_rate,0.619
2456,unemp_rate,0.057
2456,noc_not_applicable,1215
2456,noc_managers,6220
2456,noc_1,9170
2456,noc_2,3120
2456,noc_3,4205
2456,noc_4,7050
2456,noc_5,1415
2456,noc_6,13965
2456,noc_7,10955
2456,noc_8,1105
2456,noc_9,4075
2456,commute_less_15_min,19155
2456,commute_15_29_min,14785
2456,commute_30_44_min,10035
2456,commute_45_59_min,5865
2456,commute_more_60_min,5180
2457,total_pop_15+,98015
2457,labour_force,70065
2457,emp,67055
2457,unemp,3010
2457,not_labour_force,27950
2457,part_rate,0.715
2457,emp_rate,0.684
2457,unemp_rate,0.043
2457,noc_not_applicable,990
2457,noc_managers,8660
2457,noc_1,11670
2457,noc_2,5375
2457,noc_3,4715
2457,noc_4,9380
2457,noc_5,2420
2457,noc_6,14035
2457,noc_7,9580
2457,noc_8,885
2457,noc_9,2355
2457,commute_less_15_min,12975
2457,commute_15_29_min,17720
2457,commute_30_44_min,15170
2457,commute_45_59_min,7855
2457,commute_more_60_min,7925
2458,total_pop_15+,340195
2458,labour_force,217525
2458,emp,202675
2458,unemp,14850
2458,not_labour_force,122670
2458,part_rate,0.639
2458,emp_rate,0.596
2458,unemp_rate,0.068
2458,noc_not_applicable,5475
2458,noc_managers,23795
2458,noc_1,40435
2458,noc_2,18780
2458,noc_3,14630
2458,noc_4,24020
2458,noc_5,7970
2458,noc_6,51805
2458,noc_7,22640
2458,noc_8,1195
2458,noc_9,6785
2458,commute_less_15_min,35585
2458,commute_15_29_min,61515
2458,commute_30_44_min,45680
2458,commute_45_59_min,26035
2458,commute_more_60_min,19650
2459,total_pop_15+,61345
2459,labour_force,44270
2459,emp,42440
2459,unemp,1835
2459,not_labour_force,17070
2459,part_rate,0.722
2459,emp_rate,0.692
2459,unemp_rate,0.041
2459,noc_not_applicable,545
2459,noc_managers,4770
2459,noc_1,7635
2459,noc_2,3325
2459,noc_3,2915
2459,noc_4,5285
2459,noc_5,1100
2459,noc_6,8910
2459,noc_7,7405
2459,noc_8,410
2459,noc_9,1965
2459,commute_less_15_min,8995
2459,commute_15_29_min,13860
2459,commute_30_44_min,9315
2459,commute_45_59_min,4055
2459,commute_more_60_min,3635
2460,total_pop_15+,101370
2460,labour_force,67125
2460,emp,63280
2460,unemp,3845
2460,not_labour_force,34245
2460,part_rate,0.662
2460,emp_rate,0.624
2460,unemp_rate,0.057
2460,noc_not_applicable,1415
2460,noc_managers,6095
2460,noc_1,11000
2460,noc_2,3520
2460,noc_3,5175
2460,noc_4,8055
2460,noc_5,1505
2460,noc_6,15385
2460,noc_7,11635
2460,noc_8,545
2460,noc_9,2790
2460,commute_less_15_min,12870
2460,commute_15_29_min,15690
2460,commute_30_44_min,14020
2460,commute_45_59_min,7255
2460,commute_more_60_min,9955
2461,total_pop_15+,53825
2461,labour_force,31565
2461,emp,29305
2461,unemp,2255
2461,not_labour_force,22260
2461,part_rate,0.586
2461,emp_rate,0.544
2461,unemp_rate,0.071
2461,noc_not_applicable,955
2461,noc_managers,2595
2461,noc_1,3855
2461,noc_2,1250
2461,noc_3,2905
2461,noc_4,4115
2461,noc_5,645
2461,noc_6,7310
2461,noc_7,5285
2461,noc_8,540
2461,noc_9,2110
2461,commute_less_15_min,12230
2461,commute_15_29_min,8500
2461,commute_30_44_min,3295
2461,commute_45_59_min,1435
2461,commute_more_60_min,2095
2462,total_pop_15+,42830
2462,labour_force,22220
2462,emp,20065
2462,unemp,2150
2462,not_labour_force,20610
2462,part_rate,0.519
2462,emp_rate,0.468
2462,unemp_rate,0.097
2462,noc_not_applicable,685
2462,noc_managers,2175
2462,noc_1,2725
2462,noc_2,715
2462,noc_3,1380
2462,noc_4,2295
2462,noc_5,525
2462,noc_6,5440
2462,noc_7,4505
2462,noc_8,640
2462,noc_9,1145
2462,commute_less_15_min,5660
2462,commute_15_29_min,4525
2462,commute_30_44_min,3325
2462,commute_45_59_min,1670
2462,commute_more_60_min,3035
2463,total_pop_15+,42240
2463,labour_force,27515
2463,emp,25490
2463,unemp,2015
2463,not_labour_force,14725
2463,part_rate,0.651
2463,emp_rate,0.603
2463,unemp_rate,0.073
2463,noc_not_applicable,610
2463,noc_managers,2290
2463,noc_1,3460
2463,noc_2,790
2463,noc_3,1510
2463,noc_4,2395
2463,noc_5,400
2463,noc_6,6165
2463,noc_7,7450
2463,noc_8,560
2463,noc_9,1875
2463,commute_less_15_min,4640
2463,commute_15_29_min,5490
2463,commute_30_44_min,5800
2463,commute_45_59_min,3695
2463,commute_more_60_min,3935
2464,total_pop_15+,124755
2464,labour_force,89365
2464,emp,84230
2464,unemp,5135
2464,not_labour_force,35390
2464,part_rate,0.716
2464,emp_rate,0.675
2464,unemp_rate,0.057
2464,noc_not_applicable,1795
2464,noc_managers,9170
2464,noc_1,14595
2464,noc_2,4580
2464,noc_3,6300
2464,noc_4,10880
2464,noc_5,2080
2464,noc_6,19635
2464,noc_7,15700
2464,noc_8,720
2464,noc_9,3930
2464,commute_less_15_min,13010
2464,commute_15_29_min,22580
2464,commute_30_44_min,21265
2464,commute_45_59_min,10540
2464,commute_more_60_min,11745
2465,total_pop_15+,337495
2465,labour_force,223995
2465,emp,208320
2465,unemp,15675
2465,not_labour_force,113500
2465,part_rate,0.664
2465,emp_rate,0.617
2465,unemp_rate,0.07
2465,noc_not_applicable,5810
2465,noc_managers,24150
2465,noc_1,41465
2465,noc_2,16795
2465,noc_3,14975
2465,noc_4,22835
2465,noc_5,5685
2465,noc_6,55970
2465,noc_7,25865
2465,noc_8,1440
2465,noc_9,9010
2465,commute_less_15_min,32235
2465,commute_15_29_min,64150
2465,commute_30_44_min,48505
2465,commute_45_59_min,25315
2465,commute_more_60_min,25485
2466,total_pop_15+,1590980
2466,labour_force,1019360
2466,emp,927720
2466,unemp,91645
2466,not_labour_force,571625
2466,part_rate,0.641
2466,emp_rate,0.583
2466,unemp_rate,0.09
2466,noc_not_applicable,37230
2466,noc_managers,102460
2466,noc_1,174400
2466,noc_2,86460
2466,noc_3,66460
2466,noc_4,128005
2466,noc_5,56345
2466,noc_6,244935
2466,noc_7,78995
2466,noc_8,4615
2466,noc_9,39460
2466,commute_less_15_min,130495
2466,commute_15_29_min,287415
2466,commute_30_44_min,244380
2466,commute_45_59_min,107170
2466,commute_more_60_min,88065
2467,total_pop_15+,137210
2467,labour_force,94885
2467,emp,89375
2467,unemp,5515
2467,not_labour_force,42325
2467,part_rate,0.692
2467,emp_rate,0.651
2467,unemp_rate,0.058
2467,noc_not_applicable,1870
2467,noc_managers,10280
2467,noc_1,17215
2467,noc_2,6385
2467,noc_3,6015
2467,noc_4,10440
2467,noc_5,2345
2467,noc_6,21450
2467,noc_7,14220
2467,noc_8,775
2467,noc_9,3880
2467,commute_less_15_min,18990
2467,commute_15_29_min,23570
2467,commute_30_44_min,21105
2467,commute_45_59_min,10985
2467,commute_more_60_min,9385
2468,total_pop_15+,22250
2468,labour_force,15240
2468,emp,14480
2468,unemp,760
2468,not_labour_force,7010
2468,part_rate,0.685
2468,emp_rate,0.651
2468,unemp_rate,0.05
2468,noc_not_applicable,160
2468,noc_managers,1740
2468,noc_1,2165
2468,noc_2,570
2468,noc_3,815
2468,noc_4,1315
2468,noc_5,320
2468,noc_6,2940
2468,noc_7,3500
2468,noc_8,845
2468,noc_9,875
2468,commute_less_15_min,4425
2468,commute_15_29_min,3675
2468,commute_30_44_min,2700
2468,commute_45_59_min,1340
2468,commute_more_60_min,960
2469,total_pop_15+,18575
2469,labour_force,10695
2469,emp,9915
2469,unemp,780
2469,not_labour_force,7875
2469,part_rate,0.576
2469,emp_rate,0.534
2469,unemp_rate,0.073
2469,noc_not_applicable,225
2469,noc_managers,1365
2469,noc_1,1350
2469,noc_2,240
2469,noc_3,685
2469,noc_4,1050
2469,noc_5,195
2469,noc_6,1930
2469,noc_7,2380
2469,noc_8,655
2469,noc_9,620
2469,commute_less_15_min,2465
2469,commute_15_29_min,2525
2469,commute_30_44_min,1665
2469,commute_45_59_min,760
2469,commute_more_60_min,1025
2470,total_pop_15+,52855
2470,labour_force,32185
2470,emp,29750
2470,unemp,2435
2470,not_labour_force,20665
2470,part_rate,0.609
2470,emp_rate,0.563
2470,unemp_rate,0.076
2470,noc_not_applicable,920
2470,noc_managers,2595
2470,noc_1,4190
2470,noc_2,1265
2470,noc_3,2530
2470,noc_4,3435
2470,noc_5,465
2470,noc_6,7565
2470,noc_7,6330
2470,noc_8,605
2470,noc_9,2285
2470,commute_less_15_min,10550
2470,commute_15_29_min,9245
2470,commute_30_44_min,4270
2470,commute_45_59_min,2240
2470,commute_more_60_min,1800
2471,total_pop_15+,118110
2471,labour_force,83980
2471,emp,79450
2471,unemp,4530
2471,not_labour_force,34130
2471,part_rate,0.711
2471,emp_rate,0.673
2471,unemp_rate,0.054
2471,noc_not_applicable,1280
2471,noc_managers,10540
2471,noc_1,14050
2471,noc_2,6105
2471,noc_3,4900
2471,noc_4,8795
2471,noc_5,2265
2471,noc_6,18965
2471,noc_7,12265
2471,noc_8,1295
2471,noc_9,3525
2471,commute_less_15_min,14565
2471,commute_15_29_min,22605
2471,commute_30_44_min,17845
2471,commute_45_59_min,8880
2471,commute_more_60_min,9005
2472,total_pop_15+,79205
2472,labour_force,54080
2472,emp,50575
2472,unemp,3500
2472,not_labour_force,25125
2472,part_rate,0.683
2472,emp_rate,0.639
2472,unemp_rate,0.065
2472,noc_not_applicable,1135
2472,noc_managers,5270
2472,noc_1,9555
2472,noc_2,3805
2472,noc_3,3265
2472,noc_4,5415
2472,noc_5,1240
2472,noc_6,11990
2472,noc_7,9215
2472,noc_8,625
2472,noc_9,2565
2472,commute_less_15_min,10495
2472,commute_15_29_min,12700
2472,commute_30_44_min,11380
2472,commute_45_59_min,5780
2472,commute_more_60_min,6950
2473,total_pop_15+,125715
2473,labour_force,87745
2473,emp,82810
2473,unemp,4940
2473,not_labour_force,37970
2473,part_rate,0.698
2473,emp_rate,0.659
2473,unemp_rate,0.056
2473,noc_not_applicable,1530
2473,noc_managers,10740
2473,noc_1,14750
2473,noc_2,5675
2473,noc_3,5650
2473,noc_4,10145
2473,noc_5,2640
2473,noc_6,20760
2473,noc_7,11505
2473,noc_8,720
2473,noc_9,3625
2473,commute_less_15_min,16540
2473,commute_15_29_min,23505
2473,commute_30_44_min,17065
2473,commute_45_59_min,8600
2473,commute_more_60_min,11025
2474,total_pop_15+,39180
2474,labour_force,29565
2474,emp,28160
2474,unemp,1410
2474,not_labour_force,9615
2474,part_rate,0.755
2474,emp_rate,0.719
2474,unemp_rate,0.048
2474,noc_not_applicable,405
2474,noc_managers,3040
2474,noc_1,4425
2474,noc_2,1680
2474,noc_3,1875
2474,noc_4,3295
2474,noc_5,635
2474,noc_6,6500
2474,noc_7,5675
2474,noc_8,540
2474,noc_9,1500
2474,commute_less_15_min,5140
2474,commute_15_29_min,9485
2474,commute_30_44_min,5905
2474,commute_45_59_min,2535
2474,commute_more_60_min,3020
2475,total_pop_15+,103060
2475,labour_force,67465
2475,emp,62845
2475,unemp,4620
2475,not_labour_force,35600
2475,part_rate,0.655
2475,emp_rate,0.61
2475,unemp_rate,0.068
2475,noc_not_applicable,1555
2475,noc_managers,5890
2475,noc_1,9150
2475,noc_2,3580
2475,noc_3,4890
2475,noc_4,7730
2475,noc_5,1375
2475,noc_6,16000
2475,noc_7,12715
2475,noc_8,820
2475,noc_9,3755
2475,commute_less_15_min,14950
2475,commute_15_29_min,18695
2475,commute_30_44_min,11590
2475,commute_45_59_min,6420
2475,commute_more_60_min,6860
2476,total_pop_15+,27135
2476,labour_force,15380
2476,emp,14185
2476,unemp,1195
2476,not_labour_force,11755
2476,part_rate,0.567
2476,emp_rate,0.523
2476,unemp_rate,0.078
2476,noc_not_applicable,420
2476,noc_managers,1500
2476,noc_1,1975
2476,noc_2,515
2476,noc_3,965
2476,noc_4,1455
2476,noc_5,290
2476,noc_6,3495
2476,noc_7,3085
2476,noc_8,430
2476,noc_9,1250
2476,commute_less_15_min,4880
2476,commute_15_29_min,3060
2476,commute_30_44_min,2440
2476,commute_45_59_min,1105
2476,commute_more_60_min,1565
2477,total_pop_15+,36415
2477,labour_force,20820
2477,emp,19390
2477,unemp,1435
2477,not_labour_force,15595
2477,part_rate,0.572
2477,emp_rate,0.532
2477,unemp_rate,0.069
2477,noc_not_applicable,350
2477,noc_managers,2855
2477,noc_1,3025
2477,noc_2,1115
2477,noc_3,1250
2477,noc_4,2630
2477,noc_5,920
2477,noc_6,5355
2477,noc_7,2600
2477,noc_8,310
2477,noc_9,405
2477,commute_less_15_min,4365
2477,commute_15_29_min,4515
2477,commute_30_44_min,3130
2477,commute_45_59_min,1965
2477,commute_more_60_min,2800
2478,total_pop_15+,38725
2478,labour_force,22720
2478,emp,20480
2478,unemp,2245
2478,not_labour_force,16005
2478,part_rate,0.587
2478,emp_rate,0.529
2478,unemp_rate,0.099
2478,noc_not_applicable,440
2478,noc_managers,2250
2478,noc_1,2815
2478,noc_2,925
2478,noc_3,1625
2478,noc_4,2390
2478,noc_5,690
2478,noc_6,6925
2478,noc_7,3615
2478,noc_8,625
2478,noc_9,420
2478,commute_less_15_min,7245
2478,commute_15_29_min,5770
2478,commute_30_44_min,2750
2478,commute_45_59_min,1000
2478,commute_more_60_min,1635
2479,total_pop_15+,29575
2479,labour_force,15170
2479,emp,13465
2479,unemp,1705
2479,not_labour_force,14405
2479,part_rate,0.513
2479,emp_rate,0.455
2479,unemp_rate,0.112
2479,noc_not_applicable,405
2479,noc_managers,1380
2479,noc_1,1970
2479,noc_2,530
2479,noc_3,1210
2479,noc_4,1815
2479,noc_5,210
2479,noc_6,3495
2479,noc_7,2835
2479,noc_8,675
2479,noc_9,645
2479,commute_less_15_min,5790
2479,commute_15_29_min,3715
2479,commute_30_44_min,1375
2479,commute_45_59_min,745
2479,commute_more_60_min,835
2480,total_pop_15+,19370
2480,labour_force,10375
2480,emp,9560
2480,unemp,825
2480,not_labour_force,8990
2480,part_rate,0.536
2480,emp_rate,0.494
2480,unemp_rate,0.08
2480,noc_not_applicable,265
2480,noc_managers,1020
2480,noc_1,1360
2480,noc_2,340
2480,noc_3,680
2480,noc_4,1050
2480,noc_5,200
2480,noc_6,2575
2480,noc_7,2015
2480,noc_8,385
2480,noc_9,490
2480,commute_less_15_min,2870
2480,commute_15_29_min,2130
2480,commute_30_44_min,1495
2480,commute_45_59_min,950
2480,commute_more_60_min,1225
2481,total_pop_15+,221340
2481,labour_force,150515
2481,emp,140255
2481,unemp,10260
2481,not_labour_force,70825
2481,part_rate,0.68
2481,emp_rate,0.634
2481,unemp_rate,0.068
2481,noc_not_applicable,3850
2481,noc_managers,14135
2481,noc_1,30135
2481,noc_2,10730
2481,noc_3,8880
2481,noc_4,22885
2481,noc_5,4665
2481,noc_6,35290
2481,noc_7,16760
2481,noc_8,1120
2481,noc_9,2065
2481,commute_less_15_min,28395
2481,commute_15_29_min,46090
2481,commute_30_44_min,35040
2481,commute_45_59_min,14700
2481,commute_more_60_min,8820
2482,total_pop_15+,39220
2482,labour_force,27670
2482,emp,26275
2482,unemp,1390
2482,not_labour_force,11555
2482,part_rate,0.706
2482,emp_rate,0.67
2482,unemp_rate,0.05
2482,noc_not_applicable,330
2482,noc_managers,3600
2482,noc_1,5090
2482,noc_2,1880
2482,noc_3,1415
2482,noc_4,4030
2482,noc_5,895
2482,noc_6,4790
2482,noc_7,4720
2482,noc_8,510
2482,noc_9,405
2482,commute_less_15_min,3090
2482,commute_15_29_min,7205
2482,commute_30_44_min,7200
2482,commute_45_59_min,3700
2482,commute_more_60_min,2715
2483,total_pop_15+,17135
2483,labour_force,9010
2483,emp,7880
2483,unemp,1125
2483,not_labour_force,8130
2483,part_rate,0.526
2483,emp_rate,0.46
2483,unemp_rate,0.125
2483,noc_not_applicable,250
2483,noc_managers,795
2483,noc_1,1220
2483,noc_2,275
2483,noc_3,670
2483,noc_4,975
2483,noc_5,125
2483,noc_6,2075
2483,noc_7,1805
2483,noc_8,400
2483,noc_9,410
2483,commute_less_15_min,3055
2483,commute_15_29_min,1910
2483,commute_30_44_min,795
2483,commute_45_59_min,415
2483,commute_more_60_min,1020
2484,total_pop_15+,11985
2484,labour_force,6295
2484,emp,5630
2484,unemp,660
2484,not_labour_force,5690
2484,part_rate,0.525
2484,emp_rate,0.47
2484,unemp_rate,0.105
2484,noc_not_applicable,180
2484,noc_managers,665
2484,noc_1,855
2484,noc_2,160
2484,noc_3,475
2484,noc_4,715
2484,noc_5,85
2484,noc_6,1305
2484,noc_7,1360
2484,noc_8,265
2484,noc_9,235
2484,commute_less_15_min,1655
2484,commute_15_29_min,1115
2484,commute_30_44_min,795
2484,commute_45_59_min,335
2484,commute_more_60_min,1095
2485,total_pop_15+,12965
2485,labour_force,7640
2485,emp,6960
2485,unemp,685
2485,not_labour_force,5320
2485,part_rate,0.589
2485,emp_rate,0.537
2485,unemp_rate,0.09
2485,noc_not_applicable,125
2485,noc_managers,755
2485,noc_1,945
2485,noc_2,275
2485,noc_3,390
2485,noc_4,900
2485,noc_5,120
2485,noc_6,1445
2485,noc_7,1720
2485,noc_8,445
2485,noc_9,525
2485,commute_less_15_min,3445
2485,commute_15_29_min,1750
2485,commute_30_44_min,530
2485,commute_45_59_min,215
2485,commute_more_60_min,470
2486,total_pop_15+,34145
2486,labour_force,22050
2486,emp,20370
2486,unemp,1680
2486,not_labour_force,12095
2486,part_rate,0.646
2486,emp_rate,0.597
2486,unemp_rate,0.076
2486,noc_not_applicable,395
2486,noc_managers,1700
2486,noc_1,3215
2486,noc_2,1485
2486,noc_3,1260
2486,noc_4,2825
2486,noc_5,410
2486,noc_6,5205
2486,noc_7,3735
2486,noc_8,1280
2486,noc_9,550
2486,commute_less_15_min,10335
2486,commute_15_29_min,5430
2486,commute_30_44_min,1905
2486,commute_45_59_min,595
2486,commute_more_60_min,1115
2487,total_pop_15+,16535
2487,labour_force,9430
2487,emp,8745
2487,unemp,685
2487,not_labour_force,7110
2487,part_rate,0.57
2487,emp_rate,0.529
2487,unemp_rate,0.073
2487,noc_not_applicable,115
2487,noc_managers,745
2487,noc_1,1005
2487,noc_2,260
2487,noc_3,760
2487,noc_4,980
2487,noc_5,140
2487,noc_6,1840
2487,noc_7,2215
2487,noc_8,960
2487,noc_9,405
2487,commute_less_15_min,3450
2487,commute_15_29_min,1985
2487,commute_30_44_min,880
2487,commute_45_59_min,420
2487,commute_more_60_min,1450
2488,total_pop_15+,19725
2488,labour_force,12915
2488,emp,11825
2488,unemp,1095
2488,not_labour_force,6805
2488,part_rate,0.655
2488,emp_rate,0.599
2488,unemp_rate,0.085
2488,noc_not_applicable,175
2488,noc_managers,1070
2488,noc_1,1710
2488,noc_2,510
2488,noc_3,1110
2488,noc_4,1340
2488,noc_5,205
2488,noc_6,2765
2488,noc_7,2650
2488,noc_8,820
2488,noc_9,560
2488,commute_less_15_min,5900
2488,commute_15_29_min,2480
2488,commute_30_44_min,1210
2488,commute_45_59_min,690
2488,commute_more_60_min,820
2489,total_pop_15+,34735
2489,labour_force,22375
2489,emp,20760
2489,unemp,1620
2489,not_labour_force,12360
2489,part_rate,0.644
2489,emp_rate,0.598
2489,unemp_rate,0.072
2489,noc_not_applicable,430
2489,noc_managers,1805
2489,noc_1,2860
2489,noc_2,1295
2489,noc_3,1315
2489,noc_4,2590
2489,noc_5,295
2489,noc_6,5065
2489,noc_7,4270
2489,noc_8,1710
2489,noc_9,750
2489,commute_less_15_min,11850
2489,commute_15_29_min,4475
2489,commute_30_44_min,1545
2489,commute_45_59_min,830
2489,commute_more_60_min,1180
2490,total_pop_15+,11925
2490,labour_force,6155
2490,emp,5470
2490,unemp,685
2490,not_labour_force,5770
2490,part_rate,0.516
2490,emp_rate,0.459
2490,unemp_rate,0.111
2490,noc_not_applicable,190
2490,noc_managers,455
2490,noc_1,700
2490,noc_2,335
2490,noc_3,490
2490,noc_4,700
2490,noc_5,55
2490,noc_6,1330
2490,noc_7,1155
2490,noc_8,220
2490,noc_9,525
2490,commute_less_15_min,3940
2490,commute_15_29_min,920
2490,commute_30_44_min,130
2490,commute_45_59_min,35
2490,commute_more_60_min,195
2491,total_pop_15+,25395
2491,labour_force,14500
2491,emp,12915
2491,unemp,1585
2491,not_labour_force,10895
2491,part_rate,0.571
2491,emp_rate,0.509
2491,unemp_rate,0.109
2491,noc_not_applicable,255
2491,noc_managers,1140
2491,noc_1,1785
2491,noc_2,585
2491,noc_3,1115
2491,noc_4,1825
2491,noc_5,220
2491,noc_6,3500
2491,noc_7,2730
2491,noc_8,585
2491,noc_9,750
2491,commute_less_15_min,7050
2491,commute_15_29_min,3050
2491,commute_30_44_min,1175
2491,commute_45_59_min,390
2491,commute_more_60_min,585
2492,total_pop_15+,19860
2492,labour_force,11410
2492,emp,9860
2492,unemp,1550
2492,not_labour_force,8450
2492,part_rate,0.575
2492,emp_rate,0.496
2492,unemp_rate,0.136
2492,noc_not_applicable,165
2492,noc_managers,925
2492,noc_1,1220
2492,noc_2,440
2492,noc_3,735
2492,noc_4,1065
2492,noc_5,160
2492,noc_6,2660
2492,noc_7,2420
2492,noc_8,900
2492,noc_9,720
2492,commute_less_15_min,5070
2492,commute_15_29_min,2150
2492,commute_30_44_min,955
2492,commute_45_59_min,355
2492,commute_more_60_min,665
2493,total_pop_15+,42645
2493,labour_force,25345
2493,emp,22915
2493,unemp,2425
2493,not_labour_force,17305
2493,part_rate,0.594
2493,emp_rate,0.537
2493,unemp_rate,0.096
2493,noc_not_applicable,415
2493,noc_managers,2075
2493,noc_1,2990
2493,noc_2,1140
2493,noc_3,1970
2493,noc_4,2855
2493,noc_5,355
2493,noc_6,6025
2493,noc_7,5000
2493,noc_8,820
2493,noc_9,1685
2493,commute_less_15_min,11270
2493,commute_15_29_min,5425
2493,commute_30_44_min,2560
2493,commute_45_59_min,1450
2493,commute_more_60_min,965
2494,total_pop_15+,138465
2494,labour_force,82230
2494,emp,75195
2494,unemp,7035
2494,not_labour_force,56240
2494,part_rate,0.594
2494,emp_rate,0.543
2494,unemp_rate,0.086
2494,noc_not_applicable,1775
2494,noc_managers,6545
2494,noc_1,11295
2494,noc_2,5695
2494,noc_3,6450
2494,noc_4,10075
2494,noc_5,1650
2494,noc_6,19695
2494,noc_7,14035
2494,noc_8,1355
2494,noc_9,3660
2494,commute_less_15_min,32930
2494,commute_15_29_min,26890
2494,commute_30_44_min,7890
2494,commute_45_59_min,1935
2494,commute_more_60_min,1965
2495,total_pop_15+,9250
2495,labour_force,4990
2495,emp,4115
2495,unemp,880
2495,not_labour_force,4260
2495,part_rate,0.539
2495,emp_rate,0.445
2495,unemp_rate,0.176
2495,noc_not_applicable,105
2495,noc_managers,355
2495,noc_1,535
2495,noc_2,185
2495,noc_3,265
2495,noc_4,520
2495,noc_5,75
2495,noc_6,1220
2495,noc_7,1215
2495,noc_8,210
2495,noc_9,315
2495,commute_less_15_min,2320
2495,commute_15_29_min,755
2495,commute_30_44_min,315
2495,commute_45_59_min,125
2495,commute_more_60_min,325
2496,total_pop_15+,25605
2496,labour_force,15020
2496,emp,13515
2496,unemp,1505
2496,not_labour_force,10585
2496,part_rate,0.587
2496,emp_rate,0.528
2496,unemp_rate,0.1
2496,noc_not_applicable,420
2496,noc_managers,920
2496,noc_1,1800
2496,noc_2,920
2496,noc_3,1200
2496,noc_4,1965
2496,noc_5,245
2496,noc_6,3380
2496,noc_7,2980
2496,noc_8,215
2496,noc_9,985
2496,commute_less_15_min,7650
2496,commute_15_29_min,4170
2496,commute_30_44_min,835
2496,commute_45_59_min,145
2496,commute_more_60_min,300
2497,total_pop_15+,31285
2497,labour_force,20080
2497,emp,17955
2497,unemp,2125
2497,not_labour_force,11210
2497,part_rate,0.642
2497,emp_rate,0.574
2497,unemp_rate,0.106
2497,noc_not_applicable,545
2497,noc_managers,1485
2497,noc_1,2545
2497,noc_2,1040
2497,noc_3,1225
2497,noc_4,2710
2497,noc_5,330
2497,noc_6,4425
2497,noc_7,4280
2497,noc_8,470
2497,noc_9,1010
2497,commute_less_15_min,10600
2497,commute_15_29_min,4345
2497,commute_30_44_min,1505
2497,commute_45_59_min,565
2497,commute_more_60_min,225
2498,total_pop_15+,9110
2498,labour_force,5660
2498,emp,4500
2498,unemp,1155
2498,not_labour_force,3455
2498,part_rate,0.621
2498,emp_rate,0.494
2498,unemp_rate,0.204
2498,noc_not_applicable,130
2498,noc_managers,405
2498,noc_1,640
2498,noc_2,215
2498,noc_3,375
2498,noc_4,700
2498,noc_5,80
2498,noc_6,1305
2498,noc_7,1160
2498,noc_8,345
2498,noc_9,305
2498,commute_less_15_min,3430
2498,commute_15_29_min,380
2498,commute_30_44_min,220
2498,commute_45_59_min,70
2498,commute_more_60_min,210
2499,total_pop_15+,31635
2499,labour_force,21555
2499,emp,18755
2499,unemp,2800
2499,not_labour_force,10080
2499,part_rate,0.681
2499,emp_rate,0.593
2499,unemp_rate,0.13
2499,noc_not_applicable,695
2499,noc_managers,1455
2499,noc_1,2800
2499,noc_2,580
2499,noc_3,1125
2499,noc_4,4115
