cd,var,obs
6105,noc_2,160
6105,noc_3,195
6105,noc_4,645
6105,noc_5,85
6105,noc_6,655
6105,noc_7,750
6105,noc_8,110
6105,noc_9,60
6105,commute_less_15_min,2630
6105,commute_15_29_min,345
6105,commute_30_44_min,75
6105,commute_45_59_min,10
6105,commute_more_60_min,170
6106,total_pop_15+,15845
6106,labour_force,13010
6106,emp,12195
6106,unemp,815
6106,not_labour_force,2835
6106,part_rate,0.821
6106,emp_rate,0.77
6106,unemp_rate,0.063
6106,noc_not_applicable,165
6106,noc_managers,1705
6106,noc_1,2340
6106,noc_2,1120
6106,noc_3,750
6106,noc_4,2090
6106,noc_5,390
6106,noc_6,2360
6106,noc_7,1640
6106,noc_8,315
6106,noc_9,135
6106,commute_less_15_min,7780
6106,commute_15_29_min,2930
6106,commute_30_44_min,495
6106,commute_45_59_min,155
6106,commute_more_60_min,380
6204,total_pop_15+,12840
6204,labour_force,8895
6204,emp,7350
6204,unemp,1540
6204,not_labour_force,3950
6204,part_rate,0.693
6204,emp_rate,0.572
6204,unemp_rate,0.173
6204,noc_not_applicable,580
6204,noc_managers,885
6204,noc_1,1355
6204,noc_2,305
6204,noc_3,260
6204,noc_4,1810
6204,noc_5,390
6204,noc_6,1830
6204,noc_7,1195
6204,noc_8,160
6204,noc_9,120
6204,commute_less_15_min,5960
6204,commute_15_29_min,860
6204,commute_30_44_min,105
6204,commute_45_59_min,25
6204,commute_more_60_min,120
6205,total_pop_15+,6765
6205,labour_force,4595
6205,emp,3415
6205,unemp,1180
6205,not_labour_force,2175
6205,part_rate,0.679
6205,emp_rate,0.505
6205,unemp_rate,0.257
6205,noc_not_applicable,470
6205,noc_managers,330
6205,noc_1,530
6205,noc_2,80
6205,noc_3,125
6205,noc_4,885
6205,noc_5,115
6205,noc_6,1090
6205,noc_7,855
6205,noc_8,75
6205,noc_9,40
6205,commute_less_15_min,2820
6205,commute_15_29_min,325
6205,commute_30_44_min,30
6205,commute_45_59_min,25
6205,commute_more_60_min,175
6208,total_pop_15+,4325
6208,labour_force,2855
6208,emp,2055
6208,unemp,795
6208,not_labour_force,1470
6208,part_rate,0.66
6208,emp_rate,0.475
6208,unemp_rate,0.278
6208,noc_not_applicable,335
6208,noc_managers,180
6208,noc_1,310
6208,noc_2,70
6208,noc_3,60
6208,noc_4,615
6208,noc_5,70
6208,noc_6,580
6208,noc_7,520
6208,noc_8,65
6208,noc_9,45
6208,commute_less_15_min,1805
6208,commute_15_29_min,140
6208,commute_30_44_min,15
6208,commute_45_59_min,0
6208,commute_more_60_min,20
